link,content_type,dataset_identifier,data_repository,source_section,dataset_webpage,source_url,download_link,title,id,surrounding_text,description,file_extension
41467_2024_48711_MOESM11_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM11_ESM.xlsx,No Title,MOESM11,Supplementary Data 8,Supplementary Data 8,xlsx
41467_2024_48711_MOESM12_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM12_ESM.xlsx,No Title,MOESM12,Supplementary Data 9,Supplementary Data 9,xlsx
41467_2024_48711_MOESM13_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM13_ESM.xlsx,No Title,MOESM13,Supplementary Data 10,Supplementary Data 10,xlsx
41467_2024_48711_MOESM14_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM14_ESM.xlsx,No Title,MOESM14,Supplementary Data 11,Supplementary Data 11,xlsx
41467_2024_48711_MOESM15_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM15_ESM.xlsx,No Title,MOESM15,Supplementary Data 12,Supplementary Data 12,xlsx
41467_2024_48711_MOESM16_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM16_ESM.xlsx,No Title,MOESM16,Supplementary Data 13,Supplementary Data 13,xlsx
41467_2024_48711_MOESM17_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM17_ESM.xlsx,No Title,MOESM17,Supplementary Data 14,Supplementary Data 14,xlsx
41467_2024_48711_MOESM18_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM18_ESM.xlsx,No Title,MOESM18,Source Data,Source Data,xlsx
https://pdc.cancer.gov/pdc/,data_link,PDC IDs,https://pdc.cancer.gov/pdc/,data availability,na,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,,,,,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/#sec4.1,data_link,PDC IDs,https://pdc.cancer.gov/pdc/,data availability,na,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,,,,,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/#sec4.1,data_link,PDC IDs,https://pdc.cancer.gov/pdc/,data availability,na,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,,,,,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/#sec4.1,data_link,DOI listed in the key resources table,MendeleyData,data availability,na,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,,,,,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/#sec4.2.1,data_link,Not applicable,Notapplicable,data availability,na,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,,,,,,
mmc1.pdf,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc1.pdf,Document S1. Figures S1–S6,mmc1,Document S1. Figures S1–S6,No description,pdf
mmc2.zip,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc2.zip,File S1. Detailed Philosopher parameters for substitutant library scanning,mmc2,File S1. Detailed Philosopher parameters for substitutant library scanning,No description,zip
mmc3.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc3.xlsx,"Table S1. Identified arginine to all other amino acid substitution peptides in different cancers, related to Figure 1",mmc3,"Table S1. Identified arginine to all other amino acid substitution peptides in different cancers, related to Figure 1",No description,xlsx
mmc4.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc4.xlsx,"Table S2. Arginine-to-cysteine substitutants with codon-specific analysis in LSCC, related to Figure 3",mmc4,"Table S2. Arginine-to-cysteine substitutants with codon-specific analysis in LSCC, related to Figure 3",No description,xlsx
mmc5.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc5.xlsx,"Table S3. Arginine substitutants codon-specific analysis in different cancers, related to Figure 1",mmc5,"Table S3. Arginine substitutants codon-specific analysis in different cancers, related to Figure 1",No description,xlsx
mmc6.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc6.xlsx,"Table S4. Proteomic analysis of MDA-MB-231 cells treated with arginine depletion, related to Figure 4",mmc6,"Table S4. Proteomic analysis of MDA-MB-231 cells treated with arginine depletion, related to Figure 4",No description,xlsx
mmc7.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc7.xlsx,"Table S5. Ontology-enrichment analysis of arginine-to-cysteine substitutants, related to Figure 5",mmc7,"Table S5. Ontology-enrichment analysis of arginine-to-cysteine substitutants, related to Figure 5",No description,xlsx
mmc8.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc8.xlsx,"Table S6. Proteomics analysis of A549 cells treated with arginine depletion, related to Figure 5",mmc8,"Table S6. Proteomics analysis of A549 cells treated with arginine depletion, related to Figure 5",No description,xlsx
mmc9.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc9.xlsx,"Table S7. DNA fragments of the plasmids used in this study, related to Figures 3, 4, and 5",mmc9,"Table S7. DNA fragments of the plasmids used in this study, related to Figures 3, 4, and 5",No description,xlsx
mmc10.pdf,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc10.pdf,Document S2. Article plus supplemental information,mmc10,Document S2. Article plus supplemental information,No description,pdf
mmc1.pdf,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc1.pdf,Document S1. Figures S1–S6,mmc1,Document S1. Figures S1–S6,No description,pdf
mmc2.zip,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc2.zip,File S1. Detailed Philosopher parameters for substitutant library scanning,mmc2,File S1. Detailed Philosopher parameters for substitutant library scanning,No description,zip
mmc3.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc3.xlsx,"Table S1. Identified arginine to all other amino acid substitution peptides in different cancers, related to Figure 1",mmc3,"Table S1. Identified arginine to all other amino acid substitution peptides in different cancers, related to Figure 1",No description,xlsx
mmc4.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc4.xlsx,"Table S2. Arginine-to-cysteine substitutants with codon-specific analysis in LSCC, related to Figure 3",mmc4,"Table S2. Arginine-to-cysteine substitutants with codon-specific analysis in LSCC, related to Figure 3",No description,xlsx
mmc5.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc5.xlsx,"Table S3. Arginine substitutants codon-specific analysis in different cancers, related to Figure 1",mmc5,"Table S3. Arginine substitutants codon-specific analysis in different cancers, related to Figure 1",No description,xlsx
mmc6.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc6.xlsx,"Table S4. Proteomic analysis of MDA-MB-231 cells treated with arginine depletion, related to Figure 4",mmc6,"Table S4. Proteomic analysis of MDA-MB-231 cells treated with arginine depletion, related to Figure 4",No description,xlsx
mmc7.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc7.xlsx,"Table S5. Ontology-enrichment analysis of arginine-to-cysteine substitutants, related to Figure 5",mmc7,"Table S5. Ontology-enrichment analysis of arginine-to-cysteine substitutants, related to Figure 5",No description,xlsx
mmc8.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc8.xlsx,"Table S6. Proteomics analysis of A549 cells treated with arginine depletion, related to Figure 5",mmc8,"Table S6. Proteomics analysis of A549 cells treated with arginine depletion, related to Figure 5",No description,xlsx
mmc9.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc9.xlsx,"Table S7. DNA fragments of the plasmids used in this study, related to Figures 3, 4, and 5",mmc9,"Table S7. DNA fragments of the plasmids used in this study, related to Figures 3, 4, and 5",No description,xlsx
mmc10.pdf,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11129317/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11129317/bin/mmc10.pdf,Document S2. Article plus supplemental information,mmc10,Document S2. Article plus supplemental information,No description,pdf
http://www.iprox.org,data_link,IPX0004230000,http://www.iprox.org,data availability,na,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11423856/,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/11423856/bin/qzae033_supplementary_data.zip,,,,supplementary_data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11423856/,,,,,,
qzae033_supplementary_data.zip,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11423856/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11423856/bin/qzae033_supplementary_data.zip,No Title,sup1,qzae033_Supplementary_Data,No description,zip
qzae033_supplementary_data.zip,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11423856/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11423856/bin/qzae033_supplementary_data.zip,No Title,sup1,qzae033_Supplementary_Data,No description,zip
jitc-2023-007588supp001.pdf,local-data,,,supplementary material inline,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11015306/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11015306/bin/jitc-2023-007588supp001.pdf,No Title,SS1,,,pdf
jitc-2023-007588supp002.pdf,local-data,,,supplementary material inline,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11015306/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11015306/bin/jitc-2023-007588supp002.pdf,No Title,SS2,,,pdf
jitc-2023-007588supp003.pdf,local-data,,,supplementary material inline,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11015306/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11015306/bin/jitc-2023-007588supp003.pdf,No Title,SS3,,,pdf
http://proteomecentral.proteomexchange.org,data_link,MSV000092248,http://proteomecentral.proteomexchange.org,data availability,na,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,
https://massive.ucsd.edu/ProteoSAFe/QueryMSV?id=MSV000092248,data_link,MSV000092248,http://proteomecentral.proteomexchange.org,data availability,na,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,
http://www.proteomicsdb.org,data_link,MSV000092248,https://massive.ucsd.edu/ProteoSAFe/QueryMSV?id=MSV000092248,data availability,https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000092248,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,
https://doi.org/10.2210/pdb7ZWE/pdb,,7ZWE,doi.org,,https://doi.org/10.2210/pdb7ZWE/pdb,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,
https://doi.org/10.2210/pdb7A4Q/pdb,,7A4Q,doi.org,,https://doi.org/10.2210/pdb7A4Q/pdb,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,
https://doi.org/10.2210/pdb7ZWG/pdb,,7ZWG,doi.org,,https://doi.org/10.2210/pdb7ZWG/pdb,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/#Sec27,data_link,MSV000092248,http://proteomecentral.proteomexchange.org,data availability,na,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,
41589_2023_1459_MOESM1_ESM.pdf,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM1_ESM.pdf,No Title,MOESM1,Reporting Summary,Reporting Summary,pdf
41589_2023_1459_MOESM2_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM2_ESM.xlsx,No Title,MOESM2,Supplementary Table 1 Compound annotation.,Compound annotation.,xlsx
41589_2023_1459_MOESM3_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM3_ESM.xlsx,No Title,MOESM3,Supplementary Table 2 Drug matrix of target affinity values.,Drug matrix of target affinity values.,xlsx
41589_2023_1459_MOESM4_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM4_ESM.xlsx,No Title,MOESM4,Supplementary Table 3 Selectivities of tool compounds.,Selectivities of tool compounds.,xlsx
41589_2023_1459_MOESM5_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM5_ESM.xlsx,No Title,MOESM5,Supplementary Table 4 Results related to CK2 follow-up experiments.,Results related to CK2 follow-up experiments.,xlsx
41589_2023_1459_MOESM6_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM6_ESM.xlsx,No Title,MOESM6,Supplementary Table 5 Results related to PKN3 follow-up experiments.,Results related to PKN3 follow-up experiments.,xlsx
41589_2023_1459_MOESM7_ESM.pdf,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM7_ESM.pdf,No Title,MOESM7,Source Data Fig. 3 Unprocessed western blots.,Unprocessed western blots.,pdf
41589_2023_1459_MOESM8_ESM.pdf,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM8_ESM.pdf,No Title,MOESM8,Source Data Extended Data Fig. 4 Unprocessed western blots.,Unprocessed western blots.,pdf
41589_2023_1459_MOESM1_ESM.pdf,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM1_ESM.pdf,No Title,MOESM1,Reporting Summary,Reporting Summary,pdf
41589_2023_1459_MOESM2_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM2_ESM.xlsx,No Title,MOESM2,Supplementary Table 1 Compound annotation.,Compound annotation.,xlsx
41589_2023_1459_MOESM3_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM3_ESM.xlsx,No Title,MOESM3,Supplementary Table 2 Drug matrix of target affinity values.,Drug matrix of target affinity values.,xlsx
41589_2023_1459_MOESM4_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM4_ESM.xlsx,No Title,MOESM4,Supplementary Table 3 Selectivities of tool compounds.,Selectivities of tool compounds.,xlsx
41589_2023_1459_MOESM5_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM5_ESM.xlsx,No Title,MOESM5,Supplementary Table 4 Results related to CK2 follow-up experiments.,Results related to CK2 follow-up experiments.,xlsx
41589_2023_1459_MOESM6_ESM.xlsx,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM6_ESM.xlsx,No Title,MOESM6,Supplementary Table 5 Results related to PKN3 follow-up experiments.,Results related to PKN3 follow-up experiments.,xlsx
41589_2023_1459_MOESM7_ESM.pdf,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM7_ESM.pdf,No Title,MOESM7,Source Data Fig. 3 Unprocessed western blots.,Unprocessed western blots.,pdf
41589_2023_1459_MOESM8_ESM.pdf,local-data,,,supplementary material,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM8_ESM.pdf,No Title,MOESM8,Source Data Extended Data Fig. 4 Unprocessed western blots.,Unprocessed western blots.,pdf
